tot_confirmed,change_confirmed,last_date_confirmed,second_last_date_confirmed,tot_deaths,change_deaths,last_date_deaths,second_last_date_deaths,tot_active,change_active,last_date_active,second_last_date_active,tot_tests,change_tests,last_date_tests,second_last_date_tests,tot_recoveries,change_recoveries,last_date_recoveries,second_last_date_recoveries,processed_datetime
901 538,8 725,18/12/2020,17/12/2020,24 285,274,18/12/2020,17/12/2020,93 435,4 946,18/12/2020,17/12/2020,6 051 986,40 751,18/12/2020,17/12/2020,783 818,3 505,18/12/2020,17/12/2020,11:25 20 December 2020
