tot_confirmed,change_confirmed,last_date_confirmed,second_last_date_confirmed,sources_confirmed,tot_deaths,change_deaths,last_date_deaths,second_last_date_deaths,sources_deaths,tot_active,change_active,last_date_active,second_last_date_active,tot_tests,change_tests,last_date_tests,second_last_date_tests,sources_tests,tot_recoveries,change_recoveries,last_date_recoveries,second_last_date_recoveries,sources_recoveries,processed_datetime
1430648,7070,27/01/2021,26/01/2021,"https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-27-jan-2021/,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-26-jan-2021/",42550,753,27/01/2021,26/01/2021,"https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-27-jan-2021/,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-26-jan-2021/",124622,-2485,27/01/2021,26/01/2021,8107833,49065,27/01/2021,26/01/2021,"https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-27-jan-2021/,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-26-jan-2021/",1263476,8802,27/01/2021,26/01/2021,"https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-27-jan-2021/,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-26-jan-2021/",19:02 28 January 2021
